"Date","Price","Open","High","Low","Vol.","Change %"
"06/27/2013","1,069.56","1,071.39","1,074.71","1,067.77","140.65M","-0.11%"
"06/26/2013","1,070.71","1,071.02","1,075.20","1,069.23","72.16M","0.13%"
"06/25/2013","1,069.35","1,073.96","1,075.87","1,069.35","115.68M","-0.20%"
"06/24/2013","1,071.52","1,082.48","1,085.29","1,070.89","179.85M","-1.37%"
"06/23/2013","1,086.35","1,085.27","1,088.08","1,081.01","114.13M","-0.11%"
"06/20/2013","1,087.60","1,092.27","1,092.52","1,086.69","235.27M","-1.12%"
"06/19/2013","1,099.92","1,105.39","1,106.34","1,098.50","189.37M","-0.26%"
"06/18/2013","1,102.78","1,102.63","1,102.78","1,100.32","89.18M","0.05%"
"06/17/2013","1,102.19","1,101.61","1,104.04","1,100.75","110.01M","0.44%"
"06/16/2013","1,097.38","1,094.51","1,098.02","1,093.70","70.42M","0.39%"
"06/13/2013","1,093.11","1,090.54","1,094.75","1,087.00","237.08M","-0.81%"
"06/12/2013","1,102.09","1,102.89","1,104.97","1,099.99","163.97M","-0.18%"
"06/11/2013","1,104.08","1,111.11","1,111.72","1,102.34","114.60M","-0.70%"
"06/10/2013","1,111.89","1,109.11","1,111.89","1,107.54","107.32M","0.32%"
"06/09/2013","1,108.35","1,110.33","1,110.98","1,106.56","131.10M","0.63%"
"06/06/2013","1,101.46","1,100.87","1,104.18","1,099.22","105.76M","-0.22%"
"06/05/2013","1,103.87","1,105.98","1,106.07","1,102.04","96.94M","-0.60%"
"06/04/2013","1,110.52","1,108.62","1,111.03","1,107.31","99.38M","0.23%"
"06/03/2013","1,107.96","1,103.08","1,108.38","1,100.73","173.40M","0.53%"
"06/02/2013","1,102.09","1,099.71","1,102.13","1,098.36","68.22M","-0.52%"
"05/30/2013","1,107.90","1,105.86","1,110.35","1,101.76","182.66M","-0.11%"
"05/29/2013","1,109.12","1,117.47","1,118.06","1,108.38","121.81M","-0.80%"
"05/28/2013","1,118.01","1,108.92","1,118.60","1,108.92","215.01M","1.50%"
"05/27/2013","1,101.53","1,102.20","1,102.53","1,098.68","114.11M","0.13%"
"05/26/2013","1,100.10","1,095.10","1,100.24","1,095.10","153.66M","0.79%"
"05/23/2013","1,091.44","1,097.27","1,097.27","1,087.85","248.85M","-1.57%"
"05/22/2013","1,108.84","1,109.58","1,110.70","1,104.67","126.29M","0.00%"
"05/21/2013","1,108.79","1,106.77","1,109.62","1,104.12","210.43M","0.31%"
"05/20/2013","1,105.37","1,097.23","1,106.56","1,095.68","98.57M","0.73%"
"05/19/2013","1,097.36","1,093.74","1,097.36","1,092.24","95.06M","0.76%"
"05/16/2013","1,089.06","1,090.29","1,092.82","1,087.86","147.42M","1.12%"
"05/13/2013","1,077.02","1,070.76","1,078.52","1,068.80","177.17M","0.89%"
"05/12/2013","1,067.55","1,080.60","1,080.92","1,066.56","120.98M","-0.80%"
